,acuracia,percentualRuidoTreinamento
215,1.0,0.010
216,1.0,0.010
217,1.0,0.010
218,1.0,0.010
219,1.0,0.010
220,1.0,0.010
221,1.0,0.010
222,1.0,0.010
223,1.0,0.010
224,1.0,0.010
225,1.0,0.010
226,1.0,0.010
227,1.0,0.010
228,1.0,0.010
229,1.0,0.010
230,1.0,0.010
231,1.0,0.010
232,1.0,0.010
233,1.0,0.010
234,1.0,0.010
235,1.0,0.010
236,1.0,0.010
237,1.0,0.010
238,1.0,0.010
239,1.0,0.010
240,1.0,0.010
241,1.0,0.010
242,1.0,0.010
243,1.0,0.010
244,1.0,0.010
245,1.0,0.010
246,1.0,0.010
247,1.0,0.010
248,1.0,0.010
249,1.0,0.010
250,1.0,0.010
251,1.0,0.010
252,1.0,0.010
253,1.0,0.010
254,1.0,0.010
255,1.0,0.010
256,1.0,0.010
257,1.0,0.010
258,1.0,0.010
259,1.0,0.010
260,1.0,0.010
261,1.0,0.010
262,1.0,0.010
263,1.0,0.010
264,1.0,0.010
265,1.0,0.010
266,1.0,0.010
267,1.0,0.010
268,1.0,0.010
269,1.0,0.010
270,1.0,0.010
271,1.0,0.010
272,1.0,0.010
273,1.0,0.010
274,1.0,0.010
275,1.0,0.010
276,1.0,0.010
277,1.0,0.010
278,1.0,0.010
279,1.0,0.010
280,1.0,0.010
281,1.0,0.010
282,1.0,0.010
283,1.0,0.010
284,1.0,0.010
285,1.0,0.010
286,1.0,0.010
287,1.0,0.010
288,1.0,0.010
289,1.0,0.010
290,1.0,0.010
291,1.0,0.010
292,1.0,0.010
293,1.0,0.010
294,1.0,0.010
295,1.0,0.010
296,1.0,0.010
297,1.0,0.010
298,1.0,0.010
299,1.0,0.010
300,1.0,0.015
301,1.0,0.015
302,1.0,0.015
303,1.0,0.015
304,1.0,0.015
305,1.0,0.015
306,1.0,0.015
307,1.0,0.015
308,1.0,0.015
309,1.0,0.015
310,1.0,0.015
311,1.0,0.015
312,1.0,0.015
313,1.0,0.015
314,1.0,0.015
315,1.0,0.015
316,1.0,0.015
317,1.0,0.015
318,1.0,0.015
319,1.0,0.015
320,1.0,0.015
321,1.0,0.015
322,1.0,0.015
323,1.0,0.015
324,1.0,0.015
325,1.0,0.015
326,1.0,0.015
327,1.0,0.015
328,1.0,0.015
329,1.0,0.015
330,1.0,0.015
331,1.0,0.015
332,1.0,0.015
333,1.0,0.015
334,1.0,0.015
335,1.0,0.015
336,1.0,0.015
337,1.0,0.015
338,1.0,0.015
339,1.0,0.015
340,1.0,0.015
341,1.0,0.015
342,1.0,0.015
343,1.0,0.015
344,1.0,0.015
345,1.0,0.015
346,1.0,0.015
347,1.0,0.015
348,1.0,0.015
349,1.0,0.015
350,1.0,0.015
351,1.0,0.015
352,1.0,0.015
353,1.0,0.015
354,1.0,0.015
355,1.0,0.015
356,1.0,0.015
357,1.0,0.015
358,1.0,0.015
359,1.0,0.015
360,1.0,0.015
361,1.0,0.015
362,1.0,0.015
363,1.0,0.015
364,1.0,0.015
365,1.0,0.015
366,1.0,0.015
367,1.0,0.015
368,1.0,0.015
369,1.0,0.015
370,1.0,0.015
371,1.0,0.015
372,1.0,0.015
373,1.0,0.015
374,1.0,0.015
375,1.0,0.015
376,1.0,0.015
377,1.0,0.015
378,1.0,0.015
379,1.0,0.015
380,1.0,0.015
381,1.0,0.015
382,1.0,0.015
383,1.0,0.015
384,1.0,0.015
385,1.0,0.015
386,1.0,0.015
387,1.0,0.015
388,1.0,0.015
389,1.0,0.015
390,1.0,0.015
391,1.0,0.015
392,1.0,0.015
393,1.0,0.015
394,1.0,0.015
395,1.0,0.015
396,1.0,0.015
397,1.0,0.015
398,1.0,0.015
399,1.0,0.015
400,1.0,0.020
401,1.0,0.020
402,1.0,0.020
403,1.0,0.020
404,1.0,0.020
405,1.0,0.020
406,1.0,0.020
407,1.0,0.020
408,1.0,0.020
409,1.0,0.020
410,1.0,0.020
411,1.0,0.020
412,1.0,0.020
413,1.0,0.020
414,1.0,0.020
415,1.0,0.020
416,1.0,0.020
417,1.0,0.020
418,1.0,0.020
419,1.0,0.020
420,1.0,0.020
421,1.0,0.020
422,1.0,0.020
423,1.0,0.020
424,1.0,0.020
425,1.0,0.020
426,1.0,0.020
427,1.0,0.020
428,1.0,0.020
429,1.0,0.020
430,1.0,0.020
431,1.0,0.020
432,1.0,0.020
433,1.0,0.020
434,1.0,0.020
435,1.0,0.020
436,1.0,0.020
437,1.0,0.020
438,1.0,0.020
439,1.0,0.020
440,1.0,0.020
441,1.0,0.020
442,1.0,0.020
443,1.0,0.020
444,1.0,0.020
445,1.0,0.020
446,1.0,0.020
447,1.0,0.020
448,1.0,0.020
449,1.0,0.020
450,1.0,0.020
451,1.0,0.020
452,1.0,0.020
453,1.0,0.020
454,1.0,0.020
455,1.0,0.020
456,1.0,0.020
457,1.0,0.020
458,1.0,0.020
459,1.0,0.020
460,1.0,0.020
461,1.0,0.020
462,1.0,0.020
463,1.0,0.020
464,1.0,0.020
465,1.0,0.020
466,1.0,0.020
467,1.0,0.020
468,1.0,0.020
469,1.0,0.020
470,1.0,0.020
471,1.0,0.020
472,1.0,0.020
473,1.0,0.020
474,1.0,0.020
475,1.0,0.020
476,1.0,0.020
477,1.0,0.020
478,1.0,0.020
479,1.0,0.020
480,1.0,0.020
481,1.0,0.020
482,1.0,0.020
483,1.0,0.020
484,1.0,0.020
485,1.0,0.020
486,1.0,0.020
487,1.0,0.020
488,1.0,0.020
489,1.0,0.020
490,1.0,0.020
491,1.0,0.020
492,1.0,0.020
493,1.0,0.020
494,1.0,0.020
495,1.0,0.020
496,1.0,0.020
497,1.0,0.020
498,1.0,0.020
499,1.0,0.020
500,1.0,0.025
501,1.0,0.025
502,1.0,0.025
503,1.0,0.025
504,1.0,0.025
505,1.0,0.025
506,1.0,0.025
507,1.0,0.025
508,1.0,0.025
509,1.0,0.025
510,1.0,0.025
511,1.0,0.025
512,1.0,0.025
513,1.0,0.025
514,1.0,0.025
515,1.0,0.025
516,1.0,0.025
517,1.0,0.025
518,1.0,0.025
519,1.0,0.025
520,1.0,0.025
521,1.0,0.025
522,1.0,0.025
523,1.0,0.025
524,1.0,0.025
525,1.0,0.025
526,1.0,0.025
527,1.0,0.025
528,1.0,0.025
529,1.0,0.025
530,1.0,0.025
531,1.0,0.025
532,1.0,0.025
533,1.0,0.025
534,1.0,0.025
535,1.0,0.025
536,1.0,0.025
537,1.0,0.025
538,1.0,0.025
539,1.0,0.025
540,1.0,0.025
541,1.0,0.025
542,1.0,0.025
543,1.0,0.025
544,1.0,0.025
545,1.0,0.025
546,1.0,0.025
547,1.0,0.025
548,1.0,0.025
549,1.0,0.025
550,1.0,0.025
551,1.0,0.025
552,1.0,0.025
553,1.0,0.025
554,1.0,0.025
555,1.0,0.025
556,1.0,0.025
557,1.0,0.025
558,1.0,0.025
559,1.0,0.025
560,1.0,0.025
561,1.0,0.025
562,1.0,0.025
563,1.0,0.025
564,1.0,0.025
565,1.0,0.025
566,1.0,0.025
567,1.0,0.025
568,1.0,0.025
569,1.0,0.025
570,1.0,0.025
571,1.0,0.025
572,1.0,0.025
573,1.0,0.025
574,1.0,0.025
575,1.0,0.025
576,1.0,0.025
577,1.0,0.025
578,1.0,0.025
579,1.0,0.025
580,1.0,0.025
581,1.0,0.025
582,1.0,0.025
583,1.0,0.025
584,1.0,0.025
585,1.0,0.025
586,1.0,0.025
587,1.0,0.025
588,1.0,0.025
589,1.0,0.025
590,1.0,0.025
591,1.0,0.025
592,1.0,0.025
593,1.0,0.025
594,1.0,0.025
595,1.0,0.025
596,1.0,0.025
597,1.0,0.025
598,1.0,0.025
599,1.0,0.025
600,1.0,0.030
601,1.0,0.030
602,1.0,0.030
603,1.0,0.030
604,1.0,0.030
605,1.0,0.030
606,1.0,0.030
607,1.0,0.030
608,1.0,0.030
609,1.0,0.030
610,1.0,0.030
611,1.0,0.030
612,1.0,0.030
613,1.0,0.030
614,1.0,0.030
615,1.0,0.030
616,1.0,0.030
617,1.0,0.030
618,1.0,0.030
619,1.0,0.030
620,1.0,0.030
621,1.0,0.030
622,1.0,0.030
623,1.0,0.030
624,1.0,0.030
625,1.0,0.030
626,1.0,0.030
627,1.0,0.030
628,1.0,0.030
629,1.0,0.030
630,1.0,0.030
631,1.0,0.030
632,1.0,0.030
633,1.0,0.030
634,1.0,0.030
635,1.0,0.030
636,1.0,0.030
637,1.0,0.030
638,1.0,0.030
639,1.0,0.030
640,1.0,0.030
641,1.0,0.030
642,1.0,0.030
643,1.0,0.030
644,1.0,0.030
645,1.0,0.030
646,1.0,0.030
647,1.0,0.030
648,1.0,0.030
649,1.0,0.030
650,1.0,0.030
651,1.0,0.030
652,1.0,0.030
653,1.0,0.030
654,1.0,0.030
655,1.0,0.030
656,1.0,0.030
657,1.0,0.030
658,1.0,0.030
659,1.0,0.030
660,1.0,0.030
661,1.0,0.030
662,1.0,0.030
663,1.0,0.030
664,1.0,0.030
665,1.0,0.030
666,1.0,0.030
667,1.0,0.030
668,1.0,0.030
669,1.0,0.030
670,1.0,0.030
671,1.0,0.030
672,1.0,0.030
673,1.0,0.030
674,1.0,0.030
675,1.0,0.030
676,1.0,0.030
677,1.0,0.030
678,1.0,0.030
679,1.0,0.030
680,1.0,0.030
681,1.0,0.030
682,1.0,0.030
683,1.0,0.030
684,1.0,0.030
685,1.0,0.030
686,1.0,0.030
687,1.0,0.030
688,1.0,0.030
689,1.0,0.030
690,1.0,0.030
691,1.0,0.030
692,1.0,0.030
693,1.0,0.030
694,1.0,0.030
695,1.0,0.030
696,1.0,0.030
697,1.0,0.030
698,1.0,0.030
699,1.0,0.030
700,1.0,0.035
701,1.0,0.035
702,1.0,0.035
703,1.0,0.035
704,1.0,0.035
705,1.0,0.035
706,1.0,0.035
707,1.0,0.035
708,1.0,0.035
709,1.0,0.035
710,1.0,0.035
711,1.0,0.035
712,1.0,0.035
713,1.0,0.035
714,1.0,0.035
715,1.0,0.035
716,1.0,0.035
717,1.0,0.035
718,1.0,0.035
719,1.0,0.035
720,1.0,0.035
721,1.0,0.035
722,1.0,0.035
723,1.0,0.035
724,1.0,0.035
725,1.0,0.035
726,1.0,0.035
727,1.0,0.035
728,1.0,0.035
729,1.0,0.035
730,1.0,0.035
731,1.0,0.035
732,1.0,0.035
733,1.0,0.035
734,1.0,0.035
735,1.0,0.035
736,1.0,0.035
737,1.0,0.035
738,1.0,0.035
739,1.0,0.035
740,1.0,0.035
741,1.0,0.035
742,1.0,0.035
743,1.0,0.035
744,1.0,0.035
745,1.0,0.035
746,1.0,0.035
747,1.0,0.035
748,1.0,0.035
749,1.0,0.035
750,1.0,0.035
751,1.0,0.035
752,1.0,0.035
753,1.0,0.035
754,1.0,0.035
755,1.0,0.035
756,1.0,0.035
757,1.0,0.035
758,1.0,0.035
759,1.0,0.035
760,1.0,0.035
761,1.0,0.035
762,1.0,0.035
763,1.0,0.035
764,1.0,0.035
765,1.0,0.035
766,1.0,0.035
767,1.0,0.035
768,1.0,0.035
769,1.0,0.035
770,1.0,0.035
771,1.0,0.035
772,1.0,0.035
773,1.0,0.035
774,1.0,0.035
775,1.0,0.035
776,1.0,0.035
777,1.0,0.035
778,1.0,0.035
779,1.0,0.035
780,1.0,0.035
781,1.0,0.035
782,1.0,0.035
783,1.0,0.035
784,1.0,0.035
785,1.0,0.035
786,1.0,0.035
787,1.0,0.035
788,1.0,0.035
789,1.0,0.035
790,1.0,0.035
791,1.0,0.035
792,1.0,0.035
793,1.0,0.035
794,1.0,0.035
795,1.0,0.035
796,1.0,0.035
797,1.0,0.035
798,1.0,0.035
799,1.0,0.035
800,1.0,0.040
801,1.0,0.040
802,1.0,0.040
803,1.0,0.040
804,1.0,0.040
805,1.0,0.040
806,1.0,0.040
807,1.0,0.040
808,1.0,0.040
809,1.0,0.040
810,1.0,0.040
811,1.0,0.040
812,1.0,0.040
813,1.0,0.040
814,1.0,0.040
815,1.0,0.040
816,1.0,0.040
817,1.0,0.040
818,1.0,0.040
819,1.0,0.040
820,1.0,0.040
821,1.0,0.040
822,1.0,0.040
823,1.0,0.040
824,1.0,0.040
825,1.0,0.040
826,1.0,0.040
827,1.0,0.040
828,1.0,0.040
829,1.0,0.040
830,1.0,0.040
831,1.0,0.040
832,1.0,0.040
833,1.0,0.040
834,1.0,0.040
835,1.0,0.040
836,1.0,0.040
837,1.0,0.040
838,1.0,0.040
839,1.0,0.040
840,1.0,0.040
841,1.0,0.040
842,1.0,0.040
843,1.0,0.040
844,1.0,0.040
845,1.0,0.040
846,1.0,0.040
847,1.0,0.040
848,1.0,0.040
849,1.0,0.040
850,1.0,0.040
851,1.0,0.040
852,1.0,0.040
853,1.0,0.040
854,1.0,0.040
855,1.0,0.040
856,1.0,0.040
857,1.0,0.040
858,1.0,0.040
859,1.0,0.040
860,1.0,0.040
861,1.0,0.040
862,1.0,0.040
863,1.0,0.040
864,1.0,0.040
865,1.0,0.040
866,1.0,0.040
867,1.0,0.040
868,1.0,0.040
869,1.0,0.040
870,1.0,0.040
871,1.0,0.040
872,1.0,0.040
873,1.0,0.040
874,1.0,0.040
875,1.0,0.040
876,1.0,0.040
877,1.0,0.040
878,1.0,0.040
879,1.0,0.040
880,1.0,0.040
881,1.0,0.040
882,1.0,0.040
883,1.0,0.040
884,1.0,0.040
885,1.0,0.040
886,1.0,0.040
887,1.0,0.040
888,1.0,0.040
889,1.0,0.040
890,1.0,0.040
891,1.0,0.040
892,1.0,0.040
893,1.0,0.040
894,1.0,0.040
895,1.0,0.040
896,1.0,0.040
897,1.0,0.040
898,1.0,0.040
899,1.0,0.040
